0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-80.49817844741786,-80.49817844741789,-80.49817844741787,-80.49817844741784,-80.49817844741862,-80.49817844741708,-80.49817844741789,-80.49817844741784,-80.4981784474186,-80.4981784474179,-80.49817844741789,-80.49817844741858,-80.49817844741784,-80.49817844741867,-80.4981784474179,-80.49817844741784,-80.49817844741784,-80.4981784474179,-80.4981784474179,-80.49817844741861,-80.49817844741783,-80.49817844741791,-80.4981784474179,-80.49817844741784
0,-158.88283112195722,-158.88283112195637,-158.88283112195802,-158.88283112195717,-158.8828311219591,-158.88283112195634,-158.88283112195842,-158.88283112195717,-158.88283112195924,-158.8828311219572,-158.88283112195847,-158.88283112195913,-158.88283112195802,-158.88283112195808,-158.88283112195808,-158.88283112195717,-158.88283112195728,-158.88283112195649,-158.88283112195845,-158.88283112195833,-158.882831121958,-158.88283112195796,-158.88283112195808,-158.88283112195793
0,-238.7438627003158,-238.74386270031425,-238.7438627003159,-238.7438627003149,-238.74386270031698,-238.74386270031414,-238.7438627003167,-238.74386270031493,-238.74386270031803,-238.7438627003152,-238.74386270031684,-238.74386270031704,-238.7438627003161,-238.74386270031653,-238.743862700317,-238.74386270031505,-238.7438627003151,-238.74386270031434,-238.74386270031584,-238.74386270031692,-238.74386270031582,-238.74386270031658,-238.74386270031664,-238.74386270031664
0,-323.89109659391136,-323.89109659391016,-323.8910965939125,-323.8910965939106,-323.891096593914,-323.89109659390954,-323.8910965939125,-323.89109659391147,-323.8910965939143,-323.89109659391136,-323.8910965939135,-323.89109659391477,-323.8910965939126,-323.89109659391306,-323.89109659391283,-323.8910965939114,-323.8910965939115,-323.8910965939108,-323.8910965939125,-323.8910965939139,-323.89109659391227,-323.8910965939132,-323.8910965939126,-323.8910965939131
0,-416.15164931601606,-416.15164931601436,-416.1516493160172,-416.1516493160151,-416.15164931601913,-416.1516493160135,-416.15164931601794,-416.15164931601515,-416.1516493160199,-416.1516493160159,-416.1516493160192,-416.1516493160192,-416.1516493160177,-416.1516493160177,-416.1516493160188,-416.1516493160153,-416.151649316016,-416.15164931601515,-416.151649316018,-416.1516493160181,-416.15164931601765,-416.15164931601834,-416.1516493160181,-416.1516493160177
0,-416.15164931601606,-416.15164931601436,-416.1516493160172,-416.1516493160151,-416.15164931601913,-416.1516493160135,-416.15164931601794,-416.15164931601515,-416.1516493160199,-416.1516493160159,-416.1516493160192,-416.1516493160192,-416.1516493160177,-416.1516493160177,-416.1516493160188,-416.1516493160153,-416.151649316016,-416.15164931601515,-416.151649316018,-416.1516493160181,-416.15164931601765,-416.15164931601834,-416.1516493160181,-416.1516493160177
0,-416.15164931601606,-416.15164931601436,-416.1516493160172,-416.1516493160151,-416.15164931601913,-416.1516493160135,-416.15164931601794,-416.15164931601515,-416.1516493160199,-416.1516493160159,-416.1516493160192,-416.1516493160192,-416.1516493160177,-416.1516493160177,-416.1516493160188,-416.1516493160153,-416.151649316016,-416.15164931601515,-416.151649316018,-416.1516493160181,-416.15164931601765,-416.15164931601834,-416.1516493160181,-416.1516493160177
0,-416.15164931601606,-416.15164931601436,-416.1516493160172,-416.1516493160151,-416.15164931601913,-416.1516493160135,-416.15164931601794,-416.15164931601515,-416.1516493160199,-416.1516493160159,-416.1516493160192,-416.1516493160192,-416.1516493160177,-416.1516493160177,-416.1516493160188,-416.1516493160153,-416.151649316016,-416.15164931601515,-416.151649316018,-416.1516493160181,-416.15164931601765,-416.15164931601834,-416.1516493160181,-416.1516493160177
